name,estimated_hours,prerequisites,skills,concept_overlap_group,module_list,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,num_prerequisites,num_skills,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,category_Arts And Humanities,category_Business,category_Computer Science,category_Data Science,category_Health,category_Information Technology,category_Language Learning,category_Math And Logic,category_Personal Development,category_Physical Science And Engineering,category_Social Sciences,goal_role_AI Engineer,goal_role_Backend Developer,goal_role_Data Analyst,goal_role_Data Scientist,goal_role_Full Stack,goal_role_ML Engineer,difficulty,learning_load,skill_density,prerequisite_density,learning_complexity
Practical Machine Learning,-1.2287937170846026,Regression Analysis,"Regression Analysis, Classification And Regression Tree (CART), Machine Learning Algorithms, Random Forest Algorithm, Applied Machine Learning, Predictive Analytics, R Programming, Feature Engineering, Predictive Modeling, Machine Learning, Supervised Learning, Data Collection, Data Processing",12,"Use the basic components of building and applying prediction functions
Use the basic components of building and applying",Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Regression Analysis; Classification And Regression Tree (CART); Machine Learning Algorithms; Random Forest Algorithm; Applied Machine Learning,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,-1.2287937170846026,1.0811636295023728,0.0625,39
Generative AI Language Modeling with Transformers,1.6029236477053337,PyTorch (Machine Learning Library),"PyTorch (Machine Learning Library), Generative AI, Large Language Modeling, Text Mining, Applied Machine Learning, Natural Language Processing",44,"Explain the role of attention mechanisms in transformer models for capturing contextual relationships in text
Explain th",Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,PyTorch (Machine Learning Library); Generative AI; Large Language Modeling; Text Mining; Applied Machine Learning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.543474387102539,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2,1.6029236477053337,-1.0333710807165895,0.016666666666666666,30
Network and Communications Security,1.5385664348691988,Remote Access Systems,"Remote Access Systems, Network Administration, Network Protocols, Wireless Networks, OSI Models, General Networking, Network Security, Telecommunications, TCP/IP, Intrusion Detection and Prevention, Security Controls, Firewall, Network Infrastructure, Proxy Servers",39,Not Specified,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Remote Access Systems; Network Administration; Network Protocols; Wireless Networks; OSI Models,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,0.6190116193458516,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1.5385664348691988,-0.6259317431543274,0.01694915254237288,14
Analytic Combinatorics,0.8306370936717146,Advanced Mathematics,"Advanced Mathematics, Combinatorics, Applied Mathematics, Mathematical Theory & Analysis, Probability, Theoretical Computer Science, Calculus",71,Not Specified,Introduces key concepts and practical applications of None.,Math And Logic,High,High,Advanced,Math And Logic,Advanced Mathematics; Combinatorics; Applied Mathematics; Mathematical Theory & Analysis; Probability,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-1.2731636362964902,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,0.8306370936717146,-0.8973483800592295,0.020833333333333332,35
Generative AI for Leaders,-1.2287937170846026,Staff Management,"Staff Management, Business Writing, Proposal Writing, Business Leadership, Meeting Facilitation, Generative AI, Thought Leadership, Organizational Leadership, Prompt Engineering, Human Resource Strategy, Business Transformation, Decision Making, Succession Planning, Strategic Leadership",20,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Staff Management; Business Writing; Proposal Writing; Business Leadership; Meeting Facilitation,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.6190116193458516,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,-1.2287937170846026,1.266649130398773,0.0625,42
Master Apple Device Deployment with Microsoft Intune (2025),-0.4565071630509837,Enterprise Application Management,"Enterprise Application Management, Identity and Access Management, Application Deployment, Data Security, Endpoint Security, System Configuration, Azure Active Directory, Apple iOS, Microsoft Intune (Mobile Device Management Software), Network Support, Mac OS, Mobile Security",25,"Gain hands-on experience with deploying Apple devices using Microsoft Intune, streamlining the setup process.
Gain hands",Introduces key concepts and practical applications of None.,Information Technology,High,High,Advanced,Information Technology,Enterprise Application Management; Identity and Access Management; Application Deployment; Data Security; Endpoint Security,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.07839011773375393,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,-0.4565071630509837,-0.058247304575514226,0.03571428571428571,60
Decision-Making and Scenarios,0.7019226679994448,Risk Analysis,"Risk Analysis, Strategic Decision-Making, Financial Modeling, Spreadsheet Software, Financial Analysis, Balance Sheet, Cash Flows, Financial Statements, Capital Budgeting, Decision Making, Return On Investment, Financial Forecasting, Income Statement, Business Analytics",26,Not Specified,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Risk Analysis; Strategic Decision-Making; Financial Modeling; Spreadsheet Software; Financial Analysis,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,0.6190116193458516,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,0.7019226679994448,-0.42691413865531574,0.021739130434782608,70
Ecosystems of California,0.6375654551633099,Climate Change Adaptation,"Climate Change Adaptation, Laboratory Reports, Land Management, Environmental Science, Scientific Methods, Environment and Resource Management, Environmental Monitoring, Biology, Water Resource Management, Environment, Hydrology, Natural Resource Management, Data Collection",80,Describe the characteristic components of California’s major ecosystems and the processes that give rise to and maintain,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Climate Change Adaptation; Laboratory Reports; Land Management; Environmental Science; Scientific Methods,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0.6375654551633099,-0.472792678007469,0.022222222222222223,39
C for Everyone: Structured Programming,-0.19907831170644402,Algorithms,"Algorithms, C (Programming Language), C++ (Programming Language), Data-oriented programming, Debugging, File Management, Command-Line Interface, Data Structures, Computer Programming",66,"Apply concepts using command line arguments.
Apply concepts using command line arguments.
Use simple C++ constructs.
Use",Introduces key concepts and practical applications of None.,Computer Science,High,High,Advanced,Computer Science,Algorithms; C (Programming Language); C++ (Programming Language); Data-oriented programming; Debugging,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.7325421346843926,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,-0.19907831170644402,-0.495463128117029,0.03125,45
Essential Epidemiologic Tools for Public Health Practice,1.0237087321801193,Risk Analysis,"Risk Analysis, GIS Software, Demography, Data Visualization Software, Biostatistics, Data Manipulation, Health Policy, Epidemiology, Statistical Methods, Estimation, Public Health, Data Presentation, Geographic Information Systems",51,"Be conversant in public health history, services, governance, and workforce.
Be conversant in public health history, ser",Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Risk Analysis; GIS Software; Demography; Data Visualization Software; Biostatistics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1.0237087321801193,-0.573657996141982,0.0196078431372549,39
Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,-0.971364865740063,Security Strategy,"Security Strategy, Social Studies, World History, Political Sciences, Cultural Diversity, Intelligence Collection and Analysis, Policy Analysis, Public Safety and National Security, Policy Development, International Relations",27,Not Specified,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Security Strategy; Social Studies; World History; Political Sciences; Cultural Diversity,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.4622313838783437,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,-0.971364865740063,0.1537361250203718,0.05,30
