course_id,name,category,difficulty,estimated_hours,goal_role,prerequisites,skills,concept_overlap_group,module_list,url,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,career_value_score,skill_growth_score,num_prerequisites,num_skills,learning_load,skill_density
C092,UX/UI Design Fundamentals: Usability and Visual Principles,Computer Science,Beginner,12,AI Engineer,Typography,"Typography, User Experience, Color Theory, Interaction Design, User Interface and User Experience (UI/UX) Design, Usability, User Centered Design, Persona Development, Prototyping, UI/UX Research, Responsive Web Design, User Interface (UI) Design, User Flows",63,"Job-ready skills in UX/UI fundamentals you need to kickstart your UI/UX career journey
Job-ready skills in UX/UI fundame",https://www.coursera.org/learn/uxui-design-fundamentals-usability-and-visual-principles,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Typography; User Experience; Color Theory; Interaction Design; User Interface and User Experience (UI/UX) Design,Unknown,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,13,12,13
C093,Exam Prep AI-102: Microsoft Azure AI Engineer Associate,Information Technology,Beginner,30,ML Engineer,Cloud Solutions,"Cloud Solutions, Image Analysis, Machine Learning, Computer Vision, Responsible AI, Artificial Intelligence, Microsoft Azure, OpenAI, Azure Active Directory, Python Programming, Generative AI, Application Programming Interface (API), Text Mining, Natural Language Processing",55,"Explore and make use of AI conversational assistants.
Explore and make use of AI conversational assistants.
Design and i",https://www.coursera.org/learn/ai-102-microsoft-azure-ai-engineer-associate-course,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Cloud Solutions; Image Analysis; Machine Learning; Computer Vision; Responsible AI,Unknown,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,14,30,14
C094,Cloud Computing Law: Data Protection and Cybersecurity,Social Sciences,Intermediate,56,AI Engineer,Cloud Security,"Cloud Security, Information Privacy, General Data Protection Regulation (GDPR), Data Governance, Personally Identifiable Information, Law, Regulation, and Compliance, Regulatory Requirements, Cybersecurity, Data Security, Risk Management Framework, Cloud Computing, Cloud Services",9,,https://www.coursera.org/learn/cloud-computing-law-data-protection-and-cybersecurity,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Cloud Security; Information Privacy; General Data Protection Regulation (GDPR); Data Governance; Personally Identifiable Information,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,56,14
C095,Understanding the U.S. Healthcare Landscape,Health,Advanced,53,AI Engineer,Health Disparities,"Health Disparities, Health Care Administration, Healthcare Industry Knowledge, Drug Development, Payment Systems, Medicare, Health Care, Public Health, Health Systems, Health Policy, Tax Laws, Pharmaceuticals, Medical Billing, Value-Based Care, Medicaid",26,"Explain how the delivery of healthcare in the U.S. is organized and financed
Explain how the delivery of healthcare in t",https://www.coursera.org/learn/understanding-the-us-healthcare-landscape,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Health Disparities; Health Care Administration; Healthcare Industry Knowledge; Drug Development; Payment Systems,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,15,53,15
C096,U.S. Health Law Fundamentals,Health,Advanced,35,ML Engineer,Medicaid,"Medicaid, Legal Risk, Health Care Administration, Informed Consent, Lawsuits, Health Care Procedure and Regulation, Health Policy, Healthcare Industry Knowledge, Emergency Departments, Healthcare Ethics, Case Law, Medicare, Law, Regulation, and Compliance, Managed Care",17,Identify the distinguishing features of the American healthcare system and the role of administrative law in modern medi,https://www.coursera.org/learn/health-law-fundamentals,Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Medicaid; Legal Risk; Health Care Administration; Informed Consent; Lawsuits,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,16,35,16
C097,Digital Forensics Essentials (DFE),Computer Science,Intermediate,31,Full Stack,Data Storage,"Data Storage, Malware Protection, Cybersecurity, Mac OS, Cyber Attacks, Web Applications, Threat Detection, Network Analysis, Network Security, File Systems, Data Integrity, Microsoft Windows, Linux",3,"Network forensics fundamentals, event correlation, and network traffic investigation
Network forensics fundamentals, eve",https://www.coursera.org/learn/digital-forensics-essentials-dfe,Introduces key concepts and practical applications of None.,Computer Science,High,High,Intermediate,Computer Science,Data Storage; Malware Protection; Cybersecurity; Mac OS; Cyber Attacks,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,13,31,13
C098,Responsible AI for Developers: Interpretability & Transparency,Information Technology,Intermediate,34,ML Engineer,Artificial Intelligence,"Artificial Intelligence, Responsible AI, Applied Machine Learning, Data-Driven Decision-Making, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics",66,"Define interpretability and transparency as it relates to AI
Define interpretability and transparency as it relates to A",https://www.coursera.org/learn/responsible-ai-for-developers-interpretabilitytransparency,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Artificial Intelligence; Responsible AI; Applied Machine Learning; Data-Driven Decision-Making; Machine Learning,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,7,34,7
C099,"India-US Relations: Geopolitics, Culture, and Business",Social Sciences,Intermediate,37,Data Scientist,Business,"Business, Strategic Partnership, Public Safety and National Security, Immigration Law, Economics, Policy, and Social Studies, World History, Social Sciences, Cultural Diversity, International Relations, Higher Education",73,Describe the scope and breadth of India-US relations focused on government-to-government interactions and through people,https://www.coursera.org/learn/india-us-relations-geopolitics-culture-and-business-mooc,Introduces key concepts and practical applications of None.,Social Sciences,High,High,Intermediate,Social Sciences,Business; Strategic Partnership; Public Safety and National Security; Immigration Law; Economics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,12,37,12
C100,Design Fundamentals with AI,Business,Advanced,23,AI Engineer,Digital Design,"Digital Design, Logo Design, User Interface and User Experience (UI/UX) Design, Creative Design, Responsible AI, Generative AI Agents, Visual Design, Color Theory, Typography, Content Creation, Graphic Design",46,"Use Adobe Express features powered by generative AI to quickly create high-impact content using simple text prompts.
Use",https://www.coursera.org/learn/design-fundamentals-ai,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Digital Design; Logo Design; User Interface and User Experience (UI/UX) Design; Creative Design; Responsible AI,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,11,23,11
C101,Generative AI: Business Transformation and Career Growth,Data Science,Intermediate,25,Full Stack,Business Transformation,"Business Transformation, Natural Language Processing, Business Development, Generative AI, Content Creation, Leadership and Management, AI Product Strategy, Strategic Leadership, Responsible AI, Prompt Engineering",29,"Explain the transformative impact of generative AI on the business and industry landscape.
Explain the transformative im",https://www.coursera.org/learn/generative-ai-business-and-career-growth,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Business Transformation; Natural Language Processing; Business Development; Generative AI; Content Creation,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,10,25,10
C102,Practical Machine Learning,Data Science,Intermediate,16,Data Scientist,Regression Analysis,"Regression Analysis, Classification And Regression Tree (CART), Machine Learning Algorithms, Random Forest Algorithm, Applied Machine Learning, Predictive Analytics, R Programming, Feature Engineering, Predictive Modeling, Machine Learning, Supervised Learning, Data Collection, Data Processing",12,"Use the basic components of building and applying prediction functions
Use the basic components of building and applying",https://www.coursera.org/learn/practical-machine-learning,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Regression Analysis; Classification And Regression Tree (CART); Machine Learning Algorithms; Random Forest Algorithm; Applied Machine Learning,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,13,16,13
C103,Generative AI Language Modeling with Transformers,Data Science,Advanced,60,AI Engineer,PyTorch (Machine Learning Library),"PyTorch (Machine Learning Library), Generative AI, Large Language Modeling, Text Mining, Applied Machine Learning, Natural Language Processing",44,"Explain the role of attention mechanisms in transformer models for capturing contextual relationships in text
Explain th",https://www.coursera.org/learn/generative-ai-language-modeling-with-transformers,Introduces key concepts and practical applications of None.,Data Science,High,High,Advanced,Data Science,PyTorch (Machine Learning Library); Generative AI; Large Language Modeling; Text Mining; Applied Machine Learning,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,6,60,6
C104,Network and Communications Security,Information Technology,Beginner,59,Full Stack,Remote Access Systems,"Remote Access Systems, Network Administration, Network Protocols, Wireless Networks, OSI Models, General Networking, Network Security, Telecommunications, TCP/IP, Intrusion Detection and Prevention, Security Controls, Firewall, Network Infrastructure, Proxy Servers",39,,https://www.coursera.org/learn/network-and-communications-security,Introduces key concepts and practical applications of None.,Information Technology,High,High,Beginner,Information Technology,Remote Access Systems; Network Administration; Network Protocols; Wireless Networks; OSI Models,Unknown,Relevant fundamentals based on prerequisites.,,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,14,59,14
